1,1,120.68,333.54,136.57,59.44999999999999,1,1,1.0
1,2,732.81,266.88,71.47000000000003,38.920000000000016,1,1,1.0
1,3,208.46,251.5,95.48999999999998,39.75,1,1,1.0
2,1,99.83,337.33,136.57999999999998,59.44,1,1,1.0
2,2,719.54,266.88,71.48000000000002,38.920000000000016,1,1,1.0
2,3,208.22,251.41,95.4,39.630000000000024,1,1,1.0
3,1,75.2,341.12,138.48000000000002,59.44,1,1,1.0
3,2,707.4,269.26,71.47000000000003,38.93000000000001,1,1,1.0
3,3,207.97,251.33,95.33000000000001,39.49999999999997,1,1,1.0
4,1,49.3,344.3,142.17000000000002,61.599999999999966,1,1,1.0
4,2,693.2,272.21,75.93999999999994,38.920000000000016,1,1,1.0
4,3,207.73,251.25,95.24000000000004,39.370000000000005,1,1,1.0
5,1,22.0,347.03,147.63,62.97000000000003,1,1,1.0
5,2,678.65,273.98,75.95000000000005,38.91999999999996,1,1,1.0
5,3,207.49,251.17,95.15999999999997,39.25000000000003,1,1,1.0
6,1,0.0,352.28,146.08,62.48000000000002,1,1,1.0
6,2,665.87,276.38,75.47000000000003,38.45999999999998,1,1,1.0
6,3,207.24,251.08,95.07999999999998,39.12999999999997,1,1,1.0
7,1,0.0,355.41,125.16,65.78999999999996,1,1,1.0
7,2,649.7,277.75,79.05999999999995,40.75,1,1,1.0
7,3,207.0,251.0,95.0,39.0,1,1,1.0
8,1,0.0,355.99,101.1,69.50999999999999,1,1,1.0
8,2,634.62,278.95,80.38,40.94999999999999,1,1,1.0
8,3,207.0,251.0,95.0,39.0,1,1,1.0
9,1,0.0,363.2,78.7,57.30000000000001,1,1,1.0
9,2,621.4,280.77,81.75,43.03000000000003,1,1,1.0
9,3,207.0,251.0,95.0,39.0,1,1,1.0
10,1,0.0,367.9,49.87,58.44,1,1,1.0
10,2,603.2,283.7,84.58999999999992,43.10000000000002,1,1,1.0
10,3,207.0,251.0,95.0,39.0,1,1,1.0
11,1,0.0,378.8,26.6,50.02999999999997,1,1,1.0
11,2,590.2,285.28,84.12,43.02000000000004,1,1,1.0
11,3,207.0,252.0,95.0,39.0,1,1,1.0
12,2,574.39,286.6,87.71000000000004,43.5,1,1,1.0
12,3,207.0,252.0,95.0,39.0,1,1,1.0
13,2,557.48,289.24,87.69999999999993,43.5,1,1,1.0
13,3,207.0,252.0,95.0,39.0,1,1,1.0
14,2,542.44,290.7,87.69999999999993,43.81,1,1,1.0
14,3,207.0,252.0,95.0,39.0,1,1,1.0
15,2,526.4,292.7,90.43000000000006,45.56999999999999,1,1,1.0
15,3,207.0,252.0,95.0,39.0,1,1,1.0
16,2,508.3,294.75,93.85999999999996,46.25,1,1,1.0
16,3,207.0,252.0,95.0,39.0,1,1,1.0
17,2,493.28,297.82,93.86000000000001,46.25,1,1,1.0
17,3,207.0,252.0,95.0,39.0,1,1,1.0
18,2,472.8,300.21,94.19999999999999,47.59000000000003,1,1,1.0
18,3,207.0,252.0,95.0,39.0,1,1,1.0
19,2,458.1,301.23,95.92999999999995,49.26999999999998,1,1,1.0
19,3,207.0,252.0,95.0,39.0,1,1,1.0
20,2,438.99,305.33,95.92999999999995,49.27000000000004,1,1,1.0
20,3,207.0,252.0,95.0,39.0,1,1,1.0
21,2,423.63,306.4,100.07000000000005,52.0,1,1,1.0
21,3,207.0,252.0,95.0,39.0,1,1,1.0
22,2,403.12,308.77,104.79000000000002,53.93000000000001,1,1,1.0
22,3,207.0,252.0,95.0,39.0,1,1,1.0
23,2,388.12,314.3,104.77999999999997,53.93000000000001,1,1,1.0
23,3,207.0,252.0,95.0,39.0,1,1,1.0
24,2,369.16,316.27,104.78999999999996,53.93000000000001,1,1,1.0
24,3,207.0,252.0,95.0,39.0,1,1,1.0
25,2,349.0,319.83,107.97000000000003,55.870000000000005,1,1,1.0
25,3,207.0,252.0,95.0,39.0,1,1,1.0
26,2,326.5,322.59,113.49000000000001,57.410000000000025,1,1,1.0
26,3,207.0,252.0,95.0,39.0,1,1,1.0
27,2,309.13,326.14,113.48000000000002,57.410000000000025,1,1,1.0
27,3,207.0,252.0,95.0,39.0,1,1,1.0
28,2,287.0,328.12,117.06,61.379999999999995,1,1,1.0
28,3,207.0,252.0,95.0,39.0,1,1,1.0
29,2,268.05,331.67,117.05000000000001,61.379999999999995,1,1,1.0
29,3,207.0,252.0,95.0,39.0,1,1,1.0
30,2,244.0,336.3,121.49000000000001,61.379999999999995,1,1,1.0
30,3,207.0,252.0,95.0,39.0,1,1,1.0
31,2,221.9,339.85,125.03,61.379999999999995,1,1,1.0
31,3,207.0,252.0,95.0,39.0,1,1,1.0
32,2,199.0,343.41,130.56,63.389999999999986,1,1,1.0
32,3,207.0,252.0,95.0,39.0,1,1,1.0
33,2,176.1,349.72,130.56000000000003,63.39999999999998,1,1,1.0
33,3,207.0,252.0,95.0,39.0,1,1,1.0
34,2,149.6,350.9,139.29,67.40000000000003,1,1,1.0
34,3,207.0,252.0,95.0,39.0,1,1,1.0
35,2,125.91,357.22,139.29,67.39999999999998,1,1,1.0
